ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
ASV_12	-0.268	11.539	0.813314643685085	0.960931557087717	NotSig	0.337	0.467	4.361	0.626	0.015	0.005	0.002	0.595	0.009	0.035	0	0.067	0.004	0	0.001	0	0	0	0.01	0.08	0.742	10.008	0.447	0.018	0.552	0.004	0.215	0.024	0	0	0	0.004	0.022	0	0.004	0	0.008	0.004	0.006	0.001	0.001	0	0	0	0
ASV_199	0.235	12.569	0.826019597872622	0.960931557087717	NotSig	0.42	0.395	0	0.003	0.007	0.003	0	0.04	0.009	2.355	0.619	0.004	0.003	0	3.782	0.089	0.058	0.164	0.01	0.007	0.003	0	0	0.006	0.002	0	0	0.026	0	0.003	0.075	0.003	0	0.043	0.006	0.033	0.086	0.098	6.541	0.701	0.331	0	0.011	0.025	2.277
ASV_82	0.244	7.506	0.826523802350156	0.960931557087717	NotSig	0.018	0.016	0.082	0.187	0.013	0.002	0.004	0.012	0	0	0	0	0.003	0	0	0	0	0	0.004	0.057	0.042	0.111	0.15	0.004	0	0	0.022	0.004	0	0	0	0	0	0	0.017	0	0	0	0.003	0	0.003	0	0	0.001	0
ASV_37	-0.2	11.006	0.827565011116657	0.960931557087717	NotSig	0.227	0.252	2.62	0.108	0.077	0.014	0	0.125	0.005	0.015	0.004	0.001	0.004	0	0.548	0.024	0.049	0.253	0.01	1.341	0.297	4.331	0.047	0.029	0.005	0.002	0.013	0.002	0.199	0.003	0	0	0	0	0.004	0.001	0.013	0.071	0.041	0.014	0.02	0	0.076	0.024	0.02
ASV_35	-0.195	11.994	0.833833266711749	0.960931557087717	NotSig	0.201	0.312	0.035	0.103	0.157	0.949	0.113	0	0.481	0.113	0.392	0	0.87	0.037	0.068	0.003	0.019	0.064	0.01	0.317	0.287	0.042	0.045	0.216	1.954	0.001	0	0.101	0.101	0.169	0.632	0	0	0.033	0.009	0.01	0	0	0.001	0	0	2.372	0.107	0.963	0.756
ASV_22	0.195	12.278	0.840320497953815	0.960931557087717	NotSig	0.493	0.331	1.047	0.092	1.271	0.146	2.817	0.004	0.051	0	0.318	0	0	0.008	0	2.491	0.001	0.005	0.137	0.086	0.17	0.814	0.342	0.172	0.297	0.017	0.017	0.026	0.042	0	0.044	0	0.003	0	2.063	1.366	0.013	0.006	0.052	0.049	0.168	0	0	0	2.852
ASV_31	-0.167	14.077	0.844126555799129	0.960931557087717	NotSig	1.131	1.035	0.017	0.059	0.176	0.492	14.015	0.003	0.902	0.103	0.006	1.418	0.32	0.907	0.007	0.08	0.225	0.501	0.001	0.24	0.292	0.033	0.09	0.09	1.424	0.276	0	0.203	0.515	1.938	0.001	7.005	0.019	5.336	0.001	0.055	0.07	0.17	0.274	0.07	0.189	7.736	0.167	0.656	0.056
ASV_138	0.198	11.7	0.845968487447406	0.960931557087717	NotSig	0.214	0.276	0.357	0.008	0.041	0.062	0.048	0.001	1.373	0.633	0.379	0.001	0	0.002	0.736	0	0	0	0	0.005	3.418	0.468	0.096	0.114	0.228	0.028	0	0.02	0	0	0.325	0.007	0.028	0.029	0	0	0.004	0.001	0.004	0	0	0.486	0.922	0.457	0.542
ASV_74	0.204	9.784	0.846963050524189	0.960931557087717	NotSig	0.116	0.091	1.592	0.041	0.148	0.002	0.071	0.063	0.034	0	0.006	0	0.001	0	0	0	0.006	0	0.013	0.317	0.283	0.969	0.122	0.009	0.01	0	0.024	0.001	0	0	0.03	0	0	0	0.001	0.094	0.008	0.003	0	0.004	0.009	0	0	0	0.475
ASV_103	0.163	11.702	0.847211846189762	0.960931557087717	NotSig	0.189	0.195	0.054	0.028	0.007	0.315	0.053	0	2.472	0.005	0.129	0	0.018	0.009	0.016	0.052	0.014	0.045	0	0.036	0.057	0.072	0.028	0.019	0.276	0.04	0	0.055	0.001	0.257	0.069	0	0.004	0.502	0.054	0.014	0.04	0.047	0.023	0.064	0.443	0.818	0.673	1.122	0.348
ASV_9	0.115	14.16	0.858364637750569	0.964358660597524	NotSig	1.431	1.19	0.228	0.195	3.012	1.069	3.141	0.648	2.231	1.124	4.441	0.006	0.104	0.026	2.06	1.636	1.205	1.118	2.075	2.666	0.89	0.186	0.293	0.241	2.585	0.06	0.028	0.148	0.471	0.931	0.792	0.403	0.003	1.789	1.933	0.138	0.831	0.529	6.011	0.743	4.725	0.602	0.778	0.557	2.6
ASV_77	-0.16	9.872	0.861645903847492	0.964358660597524	NotSig	0.084	0.1	0.359	0.151	0.2	0.002	0.041	0.579	0.022	0	0.009	0.011	0.011	0	0.003	0.008	0.001	0.004	0.025	0.158	0.843	0.471	0.186	0.007	0.002	0.001	0.717	0.023	0.003	0.003	0.008	0	0.012	0	0.04	0.004	0.106	0.001	0.007	0.001	0	0	0	0	0
ASV_100	0.151	10.886	0.869302702098965	0.964881680860159	NotSig	0.153	0.107	0.02	0.036	0.047	0.241	1.039	0	0.06	0	1.068	0	0	0.008	0.001	0.001	0.072	0	0.003	0.19	0.167	0.006	0.019	0.193	0.149	0.012	0	0.115	0	0	0.668	0.003	0.001	0	0.076	0.087	0.102	0.146	0.379	0.155	0.109	0.134	0.001	0.068	0.001
ASV_101	0.191	6.163	0.877044728045386	0.964881680860159	NotSig	0.003	0.004	0.012	0.008	0	0.007	0.002	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0.069	0.013	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0
ASV_119	0.123	12.406	0.881986736121311	0.964881680860159	NotSig	0.424	0.29	0.007	0.028	0.367	0.005	0.018	0.414	0.015	0.569	0.222	0.18	0.011	0.017	1.567	0.095	0.115	0.306	3.266	0.065	0.005	0.017	0.004	0.013	0.005	0.003	0.036	0.017	0.078	0.001	0.046	0	0.007	0.077	1.598	0.034	0.251	0.986	0.121	0.775	0.5	0	0.103	0.04	2.754
ASV_166	-0.218	9.372	0.884950654043341	0.964881680860159	NotSig	0.082	0.085	1.387	0.01	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	1.988	0.017	0	0.002	0	0	0	0	0	0	0	0	0	0.001	0.01	0.015	0.08	0.039	0.017	0.024	0	0	0	0.003
ASV_144	-0.151	8.295	0.89836670647531	0.969592544034228	NotSig	0.029	0.026	0.082	0.295	0.004	0	0.004	0.063	0.001	0	0	0.003	0	0	0	0	0	0.013	0.025	0.082	0.041	0.055	0.118	0.004	0	0	0.355	0	0	0	0	0	0	0	0.004	0.001	0	0	0.009	0	0.009	0	0	0.001	0
ASV_50	0.132	9.543	0.911904122913085	0.969592544034228	NotSig	0.076	0.068	0.03	0.613	0.022	0.019	0.019	0.543	0.03	0	0	0	0	0	0	0.001	0	0.003	0.007	0.101	0.013	0.014	0.827	0.025	0.079	0	0.584	0.01	0	0	0	0	0	0	0.098	0	0.003	0	0.001	0	0.005	0	0	0	0
ASV_61	0.158	8.444	0.91522055599279	0.969592544034228	NotSig	0.037	0.029	0	0.554	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.012	0.057	0.01	0.218	0.011	0.265	0	0	0	0.007	0	0	0	0	0	0	0	0.233	0.003	0	0	0.003	0	0.004	0	0	0	0
ASV_127	0.097	10.204	0.93465046347668	0.969592544034228	NotSig	0.091	0.096	0.002	0	1.174	0.036	0	0.066	0.005	0.047	0.001	0	0	0.048	0.025	0	0	0.001	0.138	0.123	0.125	0.003	0	0.031	0.489	0	0.001	0.002	0.001	0	0	0	0	0	0.049	0	0	0	0	0	0	0.296	0.007	0.022	1.346
ASV_36	-0.067	10.928	0.939236448725564	0.969592544034228	NotSig	0.168	0.204	0.265	0.543	0.095	0.086	0.181	1.118	0.163	0.013	0	0	0.001	0	0	0.046	0.006	0.004	0.343	0.468	0.937	0.498	0.648	0.013	1.475	0.006	0.582	0.012	0.006	0.001	0.006	0.009	0	0.067	0.195	0.02	0.003	0.009	0.192	0	0.017	0	0	0.001	0.133
ASV_189	0.051	11.507	0.943170998996105	0.969592544034228	NotSig	0.159	0.157	0.099	0.026	0.015	0.055	0.223	0.026	0.315	0.011	0.217	0.506	0.712	0.084	0.016	0.107	0.179	0.108	0.003	0.158	0.205	0.072	0.047	0.007	0.098	0.025	0.013	0.056	0.062	0.595	0.881	0.967	0.005	0.023	0.422	0.044	0.027	0.032	0.047	0.015	0.013	0.168	0.004	0.079	0.006
ASV_209	0.072	11.532	0.944539820069339	0.969592544034228	NotSig	0.273	0.186	0.193	0.062	0.022	0.126	2.391	0.01	0.02	0	0	0	0	0.002	0	1.814	0	0.003	0	0.014	0.031	0.21	0.073	0.031	0.357	0.02	0	0.016	0.239	0	0	0	0	0	0	0.063	0.024	0.024	0.051	0.217	1.322	0.142	0.09	1.721	0.196
ASV_89	0.057	12.608	0.948391008566651	0.969592544034228	NotSig	0.506	0.228	0.067	0.079	0.775	0.015	0.012	1.904	0.006	0.081	0.065	0.001	0.339	0.002	1.551	0	2.297	0.278	1.137	0.087	0.088	0.047	0.013	0.092	0.055	0.006	0.025	0.005	0.116	0.001	0.004	0.001	3.476	0.005	0.001	0.023	0.515	0.059	0.596	0.333	0.309	0	0.01	0.004	0.064
ASV_6	-0.067	13.056	0.948940661287886	0.969592544034228	NotSig	0.94	1.019	1.882	10.313	0.056	0.002	0.043	3.345	0.035	0	0	0	0.01	0	0.014	0.239	0	0.005	0.029	3.293	3.202	2.645	11.033	0.015	0.41	0.002	5.377	0.041	0.001	0.018	0.001	0	0.042	0.144	0.026	0.001	0.058	0.001	0.146	0.021	0.021	0	0	0	0.007
ASV_27	-0.045	13.239	0.952047280290726	0.969592544034228	NotSig	0.55	0.499	0.052	0.105	0.114	1.288	2.028	0.005	3.626	0.072	0.062	0.585	0.423	0.036	0.297	0.289	0.325	0.039	0.003	0.19	0.247	0.061	0.088	0.318	0.686	0.016	0.001	0.273	0.243	0.108	0.071	5.304	0.136	0.319	0.113	0.029	0.192	0.033	0.058	0.02	0.295	1.194	2.036	0.925	0.029
ASV_152	-0.045	11.751	0.952380842069124	0.969592544034228	NotSig	0.258	0.221	0.121	0.244	0.004	0	0.005	0.384	0.01	0.385	0.616	0.004	0.013	0.017	0.646	0.247	0.547	0.132	1.014	0.053	0.023	0.105	0.1	0.01	0.017	0.001	0.497	0.277	0.078	0.031	0.475	0.004	0.007	0.019	0.16	0.056	0.372	0.079	2.798	0.357	0.06	0.054	0.003	0.029	0.092
ASV_140	0.052	7.905	0.963772707389845	0.975153061896513	NotSig	0.024	0.025	0.144	0.2	0.039	0	0.011	0.003	0.003	0	0	0	0	0	0	0	0	0.001	0.004	0.07	0.042	0.1	0.387	0.004	0.01	0	0.015	0.007	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0	0.015	0.001
ASV_123	0.041	12.094	0.969382925435587	0.975153061896513	NotSig	0.378	0.284	0.059	0.031	0	0	0	0.001	0.006	0.184	0.17	0	0	0.009	0.935	0	0.062	1.909	3.055	0.257	0.055	0.047	0.024	0	0.175	0.003	0	0.001	0.131	0.013	0	0	0.184	0.455	1.615	0.045	0.066	0.051	4.049	0.071	0.134	0	0	0	0
ASV_120	-0.017	12.086	0.987346171832945	0.987346171832945	NotSig	0.355	0.231	0.01	0	0.017	0.026	3.223	0.021	0.009	0	2.687	0.018	0	0.003	0	0.004	0	0.001	0.01	0.005	0.003	0.011	0.049	0.007	0.319	0.093	0.001	0.007	0.007	0.006	2.166	0.015	0	0	0.054	0.025	0.05	0.065	0.118	0.97	2.026	0	0	0	0
