ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
ASV_142	2.517	13.475	0.0281214899457544	0.594066475104061	NotSig	0.118	0.021	0.037	0.031	0.024	0.036	0.06	0.005	0.016	0	0	1.139	0.003	0	0.123	0.006	0.489	0	0.028	0.003	0.002	0.033	0.002	0.225	0.026	0.006	0	0.014	0.007	0	0.01	0.179	0	0	0	0	0	0.001	0	0	0	0.014	0	0.001	0.01
ASV_143	-1.478	12.584	0.234566696205954	0.832175191030374	NotSig	0.021	0.059	0.191	0.021	0.007	0	0.023	0.119	0	0	0	0	0	0	0	0	0	0	0	0.007	0.614	0.136	0.182	0.004	0.062	0.001	0.489	0	0	0	0	0	0	0	0.003	0.01	0.003	0.003	0	0.001	0	0	0	0	0.025
ASV_108	-0.366	12.176	0.171468124055306	0.832175191030374	NotSig	0.028	0.035	0.124	0.323	0	0	0.002	0.01	0.002	0.001	0	0	0.004	0.002	0	0	0	0	0	0.005	0.463	0.127	0.214	0.001	0.005	0.001	0.025	0	0	0.004	0	0	0.039	0	0.006	0.004	0.006	0.005	0.009	0.003	0.004	0	0	0	0
ASV_123	0.413	15.305	0.829873464390988	0.987674768429551	NotSig	0.378	0.284	0.059	0.031	0	0	0	0.001	0.006	0.184	0.17	0	0	0.009	0.935	0	0.062	1.909	3.055	0.257	0.055	0.047	0.024	0	0.175	0.003	0	0.001	0.131	0.013	0	0	0.184	0.455	1.615	0.045	0.066	0.051	4.049	0.071	0.134	0	0	0	0
ASV_125	3.742	14.889	0.54692931495225	0.895966634178248	NotSig	0.224	0.017	0	0.003	0.019	0.029	0	0	0.003	0	0.006	0.001	3.034	0	0	0.001	0.022	0	0.696	0.003	0	0	0	0.022	0	0.004	0.006	0.02	0.007	0	0.133	0.001	0	0	0.001	0.224	0.003	0	0.007	0	0	0	0	0	0.004
ASV_407	0.714	14.196	0.28021034231285	0.845634783051278	NotSig	0.123	0.075	0.005	0.079	0.002	0.041	0	0.026	0.007	0	0.001	1.877	0	0.002	0.01	0.02	0.007	0.004	0.004	0	0.003	0.003	0.139	0.133	0.23	0	0.001	0.013	0	1.087	0.001	0.221	0.001	0.003	0.001	0	0.089	0.009	0.003	0	0.007	0	0	0	0
ASV_141	-0.508	12.931	0.794078553404637	0.987674768429551	NotSig	0.06	0.086	0.371	0.01	0.073	0.036	0.011	0.04	0.04	0.005	0.06	0	0.006	0.005	0.029	0.075	0.001	0.262	0.003	0.017	0.062	0.781	0.036	0.006	0.055	0.01	0	0.024	0.003	0.001	0.387	0	0.047	0	0.014	0.031	0.004	0.445	0.01	0.034	0.14	0	0.002	0.061	0.062
ASV_127	-0.081	13.717	0.491097842267087	0.895966634178248	NotSig	0.091	0.096	0.002	0	1.174	0.036	0	0.066	0.005	0.047	0.001	0	0	0.048	0.025	0	0	0.001	0.138	0.123	0.125	0.003	0	0.031	0.489	0	0.001	0.002	0.001	0	0	0	0	0	0.049	0	0	0	0	0	0	0.296	0.007	0.022	1.346
ASV_140	-0.093	11.918	0.924746103459131	0.987674768429551	NotSig	0.024	0.025	0.144	0.2	0.039	0	0.011	0.003	0.003	0	0	0	0	0	0	0	0	0.001	0.004	0.07	0.042	0.1	0.387	0.004	0.01	0	0.015	0.007	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0	0.015	0.001
ASV_135	-1.595	13.495	0.807714178360422	0.987674768429551	NotSig	0.019	0.057	0.171	0.056	0.058	0.031	0.002	0	0.001	0	0	0	0	0	0	0	0	0	0	0.058	0.096	0.089	1.154	0.009	0.012	0	0	0.001	0	0.001	0	0	0	0.015	0.04	0	0	0	0	0	0	0	0	0	0
ASV_147	-0.983	11.791	0.323469492165912	0.879648483156521	NotSig	0.031	0.061	0.193	0.013	0	0.01	0.175	0.037	0.062	0.001	0	0	0.011	0	0.001	0.011	0	0.005	0	0.231	0.328	0.354	0.15	0.003	0.007	0.002	0.165	0.007	0	0.004	0.001	0	0	0	0.168	0.023	0.033	0.003	0.004	0.004	0.048	0.002	0.022	0.01	0.006
ASV_158	-5.305	15.668	0.0167862863759419	0.567376479506837	NotSig	0.008	0.316	0	0.008	0	0.003	0	0	0.013	0	0	0	0	0.002	0	0.102	0.009	0	0	0	0.049	0	0.011	0.036	0.005	0	0	0.004	0.748	0.36	0	0	0	0	0.053	0.123	0.176	0.111	0.141	1.118	5.206	0	0.041	0.041	0
ASV_220	-1.46	12.226	0.0796792693295074	0.764312229221544	NotSig	0.024	0.066	0.062	0.138	0.011	0.003	0.002	0.081	0.006	0	0	0	0.021	0	0.015	0.011	0.016	0.017	0.025	0.125	0.479	0.097	0.152	0.035	0.01	0.002	0.109	0.152	0	0.077	0.004	0.01	0.001	0.127	0.024	0.02	0.121	0.004	0.038	0.015	0.004	0.005	0.005	0.051	0.053
ASV_134	-2.504	15.995	0.541945991110895	0.895966634178248	NotSig	0.058	0.327	0.072	0.038	0.095	0.019	0.239	0.102	0.021	0	0.155	0.098	0	0	0.001	0.119	0.001	0	0.018	0.033	0.089	0.114	0.051	0.015	0.065	0.01	0.024	0.011	0.001	0.063	0.026	0.071	0	0.012	0.193	6.531	0.054	0.663	0.083	0.087	0.188	0	0.072	0.05	0
ASV_207	1.272	14.364	0.488505537210698	0.895966634178248	NotSig	0.26	0.107	0.002	0	0.406	0.105	0.007	0	0.009	0	0.013	0.857	0.104	0.005	0	0.617	0.001	2.108	0.178	0	0.003	0.003	0	0.048	0	0	0	0.119	0	0	0.177	0.015	0.031	0.258	0.034	1.636	0.088	0.018	0.149	0.014	0.016	0.002	0	0	0.185
ASV_101	-0.073	9.435	0.43044613403852	0.879648483156521	NotSig	0.003	0.004	0.012	0.008	0	0.007	0.002	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0.069	0.013	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0
ASV_167	0.478	11.685	0.854862080841756	0.987674768429551	NotSig	0.021	0.015	0.329	0.003	0.007	0.007	0	0.004	0.006	0	0.004	0	0	0	0	0	0	0	0	0.022	0.073	0.191	0.081	0.001	0.014	0	0.001	0	0	0	0.006	0	0	0	0	0.004	0	0	0.001	0	0	0	0	0	0
ASV_149	-1.529	13.002	0.387387829021411	0.879648483156521	NotSig	0.026	0.075	0.047	0.269	0.094	0.002	0.009	0.003	0.001	0	0	0	0	0	0	0	0	0.015	0.006	0.82	0.346	0.028	0.436	0.01	0	0	0.001	0.01	0	0.051	0	0	0.001	0.147	0.066	0.019	0	0	0.001	0	0.004	0	0.015	0.006	0
ASV_870	0.768	14.496	0.969317809843075	0.987674768429551	NotSig	0.146	0.085	2.31	0.049	0.056	0.003	0.014	0.001	0.005	0	0.003	0	0.011	0	0	0.008	0	0	0.013	0.026	0.05	1.603	0.152	0.016	0.084	0	0.001	0.006	0	0.005	0.001	0	0	0	0.023	0.059	0	0.003	0.003	0	0	0	0	0	0.19
ASV_210	0.426	14.035	0.659356862117171	0.918918533679028	NotSig	0.136	0.101	0.005	0.003	0.026	0.132	0.206	0	0.028	0	0.001	0.047	1.679	0	0	0	0.13	0.049	0	0.003	0.003	0.019	0.036	0.179	0.139	1.261	0	0.055	0	0	0.004	0.359	0	0.216	0.007	0.041	0.019	0.014	0.039	0.01	0.011	0	0	0	0.208
ASV_157	-0.022	14.348	0.989981737606969	0.995874486045106	NotSig	0.17	0.173	0	0.01	0	0.003	0.009	0	0	0.14	0.007	0.33	0.778	0.053	0	0.032	1.258	0.273	0	0.038	0.029	0.003	0.004	0.003	0	0.384	0.001	0.002	2.085	0.003	0	0.004	0	0.004	0	0.014	0.043	0.41	0.029	1.061	0.273	0	0.083	0.021	0
ASV_144	0.139	11.793	0.63672321724589	0.904563854045683	NotSig	0.029	0.026	0.082	0.295	0.004	0	0.004	0.063	0.001	0	0	0.003	0	0	0	0	0	0.013	0.025	0.082	0.041	0.055	0.118	0.004	0	0	0.355	0	0	0	0	0	0	0	0.004	0.001	0	0	0.009	0	0.009	0	0	0.001	0
ASV_121	0.589	11.596	0.556094942902438	0.895966634178248	NotSig	0.045	0.03	0.31	0.11	0.032	0.003	0.004	0.2	0.001	0	0	0	0.004	0	0	0	0.001	0.019	0.081	0.079	0.026	0.152	0.085	0.018	0.002	0	0.127	0.04	0.001	0	0.001	0	0.003	0.007	0.011	0.03	0.048	0.009	0.015	0.001	0.019	0	0.001	0	0.103
ASV_311	-0.891	12.298	0.679730669355278	0.933728425110232	NotSig	0.032	0.059	0.064	0.251	0.013	0.045	0.004	0.133	0.015	0	0	0	0.001	0	0	0	0	0.005	0.013	0.503	0.062	0.053	0.353	0.004	0.014	0	0.169	0.013	0	0	0	0	0.079	0.172	0.023	0.005	0.077	0.001	0.015	0	0	0	0	0	0
ASV_166	-0.04	14.279	0.0680831270474045	0.764312229221544	NotSig	0.082	0.085	1.387	0.01	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	1.988	0.017	0	0.002	0	0	0	0	0	0	0	0	0	0.001	0.01	0.015	0.08	0.039	0.017	0.024	0	0	0	0.003
ASV_177	-2.553	11.088	0.101657819509835	0.764312229221544	NotSig	0.005	0.029	0.015	0.003	0.002	0.046	0.004	0	0.006	0.01	0	0	0	0	0	0	0	0	0	0.086	0.013	0.042	0.015	0.013	0.206	0.001	0	0.006	0	0	0	0	0.02	0.218	0	0.003	0.013	0.003	0.004	0.006	0.117	0	0	0	0
ASV_235	0.244	11.741	0.5178278070028	0.895966634178248	NotSig	0.059	0.05	0.084	0.172	0.007	0	0.016	0.185	0.007	0.037	0.001	0.001	0.028	0	0.342	0.008	0	0.083	0.034	0.026	0.068	0.108	0.182	0.001	0.01	0	0.19	0.068	0	0.137	0.004	0.016	0.081	0.032	0.011	0.034	0.045	0.023	0.128	0.025	0.019	0	0.008	0.048	0.034
ASV_151	-0.966	13.647	0.924746103459131	0.987674768429551	NotSig	0.031	0.06	0.069	0.305	0.002	0.003	0.057	0.055	0.029	0	0	0	0	0	0	0	0	0	0.001	0.005	1.283	0.039	0.098	0.004	0.005	0.006	0.031	0.001	0	0	0	0	0	0	0	0.018	0	0	0.067	0	0	0	0	0.002	0
ASV_169	0.14	11.85	0.410436531105974	0.879648483156521	NotSig	0.026	0.024	0.037	0.369	0.002	0	0.005	0.012	0.002	0	0	0	0	0	0.001	0.001	0	0.001	0.018	0.005	0.026	0.125	0.361	0	0.086	0	0.004	0.002	0	0.003	0	0	0	0	0.011	0	0	0	0	0.001	0	0	0	0	0
ASV_128	1.573	6.63	0.315428800812705	0.879648483156521	NotSig	0.001	0	0.01	0	0	0.003	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0.008	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	1.681	12.709	0.162214064168645	0.832175191030374	NotSig	0.062	0.019	0.104	0	0.086	0	0	0.669	0.001	0.176	0	0	0	0	0	0.008	0	0	0.001	0	0	0.147	0.12	0	0	0	0.193	0.004	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0
ASV_156	1.012	13.184	0.387739091830189	0.879648483156521	NotSig	0.058	0.029	0.042	0.931	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.002	0.006	0.017	0.707	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0.001	0.003	0	0	0	0	0	0
ASV_183	-1.04	12.808	0.962423755082595	0.987674768429551	NotSig	0.035	0.071	0.522	0.003	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.015	0.046	0	0	0.717	0.581	0.001	0	0	0	0.008	0	0	0	0	0	0.001	0.531	0.005	0	0	0	0	0	0	0	0	0
